bardella_lin_0.01_0.4
stress-strain:
(0.0, 0.0)
(3.33333e-05, 6.26417)
(6.66667e-05, 12.1502)
(0.0001, 17.680999999999997)
(0.000133333, 22.8781)
(0.000166667, 27.7616)
(0.0002, 32.3507)
(0.00023333299999999998, 36.6631)
(0.000266667, 40.7156)
(0.0003, 44.5232)
(0.00033333300000000006, 48.098)
(0.000366667, 51.448)
(0.0004, 54.5699)
(0.00043333300000000005, 57.4588)
(0.000466667, 60.1127)
(0.0005, 62.5327)
(0.000533333, 64.723)
(0.000566667, 66.6908)
(0.0006, 68.4461)
(0.000633333, 70.0005)
(0.000666667, 71.3676)
(0.0007, 72.5626)
(0.0007333330000000001, 73.601)
(0.000766667, 74.499)
(0.0008, 75.27199999999999)
(0.000833333, 75.9351)
(0.000866667, 76.5022)
(0.0009, 76.9862)
(0.0009333330000000001, 77.3986)
(0.0009666669999999999, 77.7497)
(0.001, 78.0487)

plastic strain - strain:
(0.0, 0.0)
(3.33333e-05, 2.01246e-06)
(6.66667e-05, 5.91559e-06)
(0.0001, 1.15949e-05)
(0.000133333, 1.89429e-05)
(0.000166667, 2.78584e-05)
(0.0002, 3.82465e-05)
(0.00023333299999999998, 5.00178e-05)
(0.000266667, 6.308859999999999e-05)
(0.0003, 7.73841e-05)
(0.00033333300000000006, 9.28435e-05)
(0.000366667, 0.00010942700000000001)
(0.0004, 0.00012715100000000002)
(0.00043333300000000005, 0.000146039)
(0.000466667, 0.000166103)
(0.0005, 0.000187336)
(0.000533333, 0.000209718)
(0.000566667, 0.000233212)
(0.0006, 0.00025777)
(0.000633333, 0.000283331)
(0.000666667, 0.000309828)
(0.0007, 0.00033718699999999997)
(0.0007333330000000001, 0.00036532800000000005)
(0.000766667, 0.000394172)
(0.0008, 0.00042364)
(0.000833333, 0.000453658)
(0.000866667, 0.00048415599999999996)
(0.0009, 0.000515069)
(0.0009333330000000001, 0.00054634)
(0.0009666669999999999, 0.0005779180000000001)
(0.001, 0.000609756)

IterationCount-strain:
(0.0, 2)
(3.33333e-05, 2)
(6.66667e-05, 2)
(0.0001, 2)
(0.000133333, 2)
(0.000166667, 2)
(0.0002, 2)
(0.00023333299999999998, 2)
(0.000266667, 2)
(0.0003, 3)
(0.00033333300000000006, 3)
(0.000366667, 3)
(0.0004, 3)
(0.00043333300000000005, 3)
(0.000466667, 3)
(0.0005, 3)
(0.000533333, 3)
(0.000566667, 3)
(0.0006, 3)
(0.000633333, 3)
(0.000666667, 2)
(0.0007, 2)
(0.0007333330000000001, 2)
(0.000766667, 2)
(0.0008, 2)
(0.000833333, 2)
(0.000866667, 2)
(0.0009, 2)
(0.0009333330000000001, 2)
(0.0009666669999999999, 2)

error - strain:
(0.0, 0)
(3.33333e-05, 3.112212144656056)
(6.66667e-05, 0.00014999992498495728)
(0.0001, 2.986604780168246)
(0.000133333, 5.852848853369506)
(0.000166667, 8.605564631474143)
(0.0002, 11.24791457671478)
(0.00023333299999999998, 13.785979507028474)
(0.000266667, 16.224612784121835)
(0.0003, 18.568957297822244)
(0.00033333300000000006, 20.82764069727249)
(0.000366667, 23.012263500069277)
(0.0004, 25.145477125067906)
(0.00043333300000000005, 27.245532216289302)
(0.000466667, 29.322037086125864)
(0.0005, 31.3782078020115)
(0.000533333, 33.41367248187291)
(0.000566667, 35.42522749140905)
(0.0006, 37.407494386100645)
(0.000633333, 39.35515305197405)
(0.000666667, 41.26228955189749)
(0.0007, 43.122607868183245)
(0.0007333330000000001, 44.93097767640059)
(0.000766667, 46.68265034093059)
(0.0008, 48.37401529192937)
(0.000833333, 50.002433251191405)
(0.000866667, 51.566423044687035)
(0.0009, 53.06516947210746)
(0.0009333330000000001, 54.49895578218621)
(0.0009666669999999999, 55.8687012161601)
(0.001, 57.1756723064641)

Attentioned Point:80% of Stress
(0.000498708828338843, 62.43896)
------------------------

Attentioned Point:90% of Stress
(0.000639266115514593, 70.24383)
------------------------
bardella_lin_0.0025_0.4
stress-strain:
(0.0, 0.0)
(3.33333e-05, 6.561260000000001)
(6.66667e-05, 13.0188)
(0.0001, 19.3742)
(0.000133333, 25.6292)
(0.000166667, 31.7853)
(0.0002, 37.8441)
(0.00023333299999999998, 43.8069)
(0.000266667, 49.6736)
(0.0003, 55.4356)
(0.00033333300000000006, 61.0738)
(0.000366667, 66.565)
(0.0004, 71.8805)
(0.00043333300000000005, 76.9842)
(0.000466667, 81.8331)
(0.0005, 86.3774)
(0.000533333, 90.5624)
(0.000566667, 94.3334)
(0.0006, 97.6431)
(0.000633333, 100.462)
(0.000666667, 102.785)
(0.0007, 104.639)
(0.0007333330000000001, 106.074)
(0.000766667, 107.15700000000001)
(0.0008, 107.956)
(0.000833333, 108.539)
(0.000866667, 108.959)
(0.0009, 109.26299999999999)
(0.0009333330000000001, 109.48299999999999)
(0.0009666669999999999, 109.64399999999999)
(0.001, 109.765)

plastic strain - strain:
(0.0, 0.0)
(3.33333e-05, 5.27027e-07)
(6.66667e-05, 1.57273e-06)
(0.0001, 3.12887e-06)
(0.000133333, 5.187369999999999e-06)
(0.000166667, 7.740239999999999e-06)
(0.0002, 1.0779600000000001e-05)
(0.00023333299999999998, 1.4298599999999999e-05)
(0.000266667, 1.8298599999999998e-05)
(0.0003, 2.2822e-05)
(0.00033333300000000006, 2.79644e-05)
(0.000366667, 3.38417e-05)
(0.0004, 4.05975e-05)
(0.00043333300000000005, 4.8412200000000004e-05)
(0.000466667, 5.7500900000000004e-05)
(0.0005, 6.81129e-05)
(0.000533333, 8.05212e-05)
(0.000566667, 9.49997e-05)
(0.0006, 0.000111784)
(0.000633333, 0.000131025)
(0.000666667, 0.00015274)
(0.0007, 0.00017680400000000002)
(0.0007333330000000001, 0.00020296099999999998)
(0.000766667, 0.000230883)
(0.0008, 0.000260218)
(0.000833333, 0.00029064)
(0.000866667, 0.000321869)
(0.0009, 0.000353685)
(0.0009333330000000001, 0.000385918)
(0.0009666669999999999, 0.000418445)
(0.001, 0.000451177)

IterationCount-strain:
(0.0, 1)
(3.33333e-05, 1)
(6.66667e-05, 1)
(0.0001, 1)
(0.000133333, 1)
(0.000166667, 1)
(0.0002, 2)
(0.00023333299999999998, 3)
(0.000266667, 3)
(0.0003, 3)
(0.00033333300000000006, 3)
(0.000366667, 3)
(0.0004, 3)
(0.00043333300000000005, 3)
(0.000466667, 3)
(0.0005, 3)
(0.000533333, 3)
(0.000566667, 3)
(0.0006, 3)
(0.000633333, 3)
(0.000666667, 3)
(0.0007, 3)
(0.0007333330000000001, 3)
(0.000766667, 3)
(0.0008, 2)
(0.000833333, 2)
(0.000866667, 2)
(0.0009, 2)
(0.0009333330000000001, 2)
(0.0009666669999999999, 2)

error - strain:
(0.0, 0)
(3.33333e-05, 0.7966940117368799)
(6.66667e-05, 0.00014999992498895354)
(0.0001, 0.7887023596645046)
(0.000133333, 1.5683532894886238)
(0.000166667, 2.3406008409662684)
(0.0002, 3.1040696124066907)
